OBJECTID,name,description,pic_url,thumb_url,categoryID,artifactID,categoryName,lat,long,score,icon_color,Tab_Name
1676,"Cord, electrical",Fibre-covered copper wiring insulated with asbestos. Synthetic plug with brass prongs. Bakelite receptacle. Steel coil cord lift.,http://source.techno-science.ca/artifacts-artefacts/images/1968.0364.002.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0364.002.aa.cs.thumb.png,2092,4799,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
1677,Speaker,WOODEN FRAME; METAL WORKINGS PARTS & HARDWARE; CLOTH COVERS; SYNTHETIC CORDS,http://source.techno-science.ca/artifacts-artefacts/images/1968.0367.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0367.001.aa.cs.thumb.png,2093,4802,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
1678,Speaker,METAL BASE HOLDING DRIVER WITH METAL HORN BASE AND RESIN OUTER HORN,http://source.techno-science.ca/artifacts-artefacts/images/1968.0368.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0368.001.aa.cs.thumb.png,2094,4803,Manufacturer,41.878113599999999,-87.629798199999996,76,R,The United States
1679,Sewing machine,"CAST IRON, AND OTHER METALS/ WOODEN BASE.",http://source.techno-science.ca/artifacts-artefacts/images/1968.0370.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0370.001.aa.cs.thumb.png,2095,4804,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1680,Outboard motor,ALL METAL CONSTRUCTION,http://source.techno-science.ca/artifacts-artefacts/images/1968.0371.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0371.001.aa.cs.thumb.png,2096,4805,Manufacturer,44.309058000000000,-78.319746999999992,76,R,Canada
1681,Telephone,"STEEL BASE, CRADLE, INTERIOR BASE PARTS, INSET RECEIVER & TRANSMITTER/ BRASS SCREW PLATES, SCREWS & WIRE BAND/ COPPER CONTACT SPRING/ BAKELITE HANDSET, DIAL BASE & WASHERS/ PLASTIC &RUBBER COATED WIRE/ SILK TRANSMITTER COVERING/ CORK PADS/.5 SUEDE BOTTOM",http://source.techno-science.ca/artifacts-artefacts/images/1968.0377.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0377.001.aa.cs.thumb.png,2097,4817,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
1682,"Subset, telephone","BIRCH BOX/ BRASS GONGS, RINGER, CLAPPER & GUARD, GENERATING CRANK, PUSH BUTTON, SCREWS, WASHERS, PLATES & HINGES/ PLASTIC CRANK HANDLE/ PLASTIC & COTTON WRAPPED WIRES",http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.001.aa.cs.thumb.png,2098,4823,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
1683,"Subset, telephone",,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.002.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.002.aa.cs.thumb.png,2099,4824,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
1684,"Subset, telephone",,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.003.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.003.aa.cs.thumb.png,2100,4825,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
1685,"Subset, telephone",,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.004.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.004.aa.cs.thumb.png,2101,4826,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
1686,"Subset, telephone",,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.005.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.005.aa.cs.thumb.png,2102,4827,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
1687,"Subset, telephone",,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.006.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.006.aa.cs.thumb.png,2103,4828,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
1688,"Subset, telephone",,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.007.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0378.007.aa.cs.thumb.png,2104,4829,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
1689,"Box, battery",METAL (ROLLED TIN) BOXES WITH FITTED TIN LIDS,http://source.techno-science.ca/artifacts-artefacts/images/1968.0379.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0379.001.aa.cs.thumb.png,2105,4830,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
1690,Transit,"All metal construction with cast iron, brass, and tin/ Glass optics.",http://source.techno-science.ca/artifacts-artefacts/images/1968.0380.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0380.001.aa.cs.thumb.png,2106,4837,Manufacturer,43.161029999999997,-77.610921899999994,76,R,The United States
1691,Transit,"BRASS & GUN METAL CONSTRUCTION; HORIZONTAL & VERTICAL CIRCLES, AND VERNIERS DIVIDED ON SILVER. WHITE METAL LEVELLING SCREWS. GLASS OPTICS. ALUMINUM ACCESSORY CASE. WOODEN CASE HAS LEATHER COVERING.",http://source.techno-science.ca/artifacts-artefacts/images/1968.0381.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0381.001.aa.cs.thumb.png,2107,4842,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1692,Transit,THE TRANSIT AND ACCESSORIES ARE LARGELY MADE OF BRASS WITH GLASS LENSES AND COMPASS COVER/ THE BOX IS LEATHER COVERED WOOD/ THERE IS ALSO A LEATHER INSTRUMENT PURSE,http://source.techno-science.ca/artifacts-artefacts/images/1968.0382.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0382.001.aa.cs.thumb.png,2108,4843,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1693,Transit part,MAINLY BRASS CONSTRUCTION WITH GLASS OPTICS/ LEATHER COVERED WOOD INSTRUMENT BOX,http://source.techno-science.ca/artifacts-artefacts/images/1968.0384.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0384.001.aa.cs.thumb.png,2109,4844,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1694,Transit,MAINLY BRASS CONSTRUCTION WITH GLASS OPTICS AND COMPASS COVER AND LEVELS/ WOOD INSTRUMENT BOX,http://source.techno-science.ca/artifacts-artefacts/images/1968.0385.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0385.001.aa.cs.thumb.png,2110,4845,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1695,Transit,MAINLY BRASS CONSTRUCTION WITH GLASS OPTICS AND LEVELS WITH A WOODEN BOX AND INSTRUMENT HANDLES,http://source.techno-science.ca/artifacts-artefacts/images/1968.0386.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0386.001.aa.cs.thumb.png,2111,4846,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1696,Theodolite,Mainly brass construction with glass optics.,http://source.techno-science.ca/artifacts-artefacts/images/1968.0387.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0387.001.aa.cs.thumb.png,2112,4847,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1697,"Astrolabe, prismatic",Largely brass with aluminum and white metal construction/ glass optics/ leather covered wood box,http://source.techno-science.ca/artifacts-artefacts/images/1968.0388.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0388.001.aa.cs.thumb.png,2113,4848,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1698,"Case, instrument",,http://source.techno-science.ca/artifacts-artefacts/images/1968.0388.002.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0388.002.aa.cs.thumb.png,2114,4849,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1699,Calculator,METAL (STEEL & BRASS) CASING & WORKING PARTS/ CARDBOARD INSTRUCTION SHEET AFFIXED TO INSIDE OF LID,http://source.techno-science.ca/artifacts-artefacts/images/1968.0389.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0389.001.aa.cs.thumb.png,2115,4850,Manufacturer,47.376886599999999,8.541694000000000,76,R,Europe
1700,Camera,MAHOGANY/ ALUMINUM/ BRASS/ IVORY ?,http://source.techno-science.ca/artifacts-artefacts/images/1968.0392.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0392.001.aa.cs.thumb.png,2116,4853,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1701,Transit,"Brass, aluminium, white metal/ Fits on wood base in wooden box/ Glass optics.",http://source.techno-science.ca/artifacts-artefacts/images/1968.0393.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0393.001.aa.cs.thumb.png,2117,4854,Manufacturer,42.360082499999997,-71.058880099999996,76,R,The United States
1702,Theodolite,"All metal construction with brass, aluminium and white metal/ Glass optics/ Wood box/ Leather strap/ Paper.",http://source.techno-science.ca/artifacts-artefacts/images/1968.0394.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0394.001.aa.cs.thumb.png,2118,4855,Manufacturer,42.360082499999997,-71.058880099999996,76,R,The United States
1703,"Player, disk",ELEGANT WOOD CONSTRUCTION WITH A VARIETY OF WOODS AND VENEERS/ METAL COMPONENTS,http://source.techno-science.ca/artifacts-artefacts/images/1968.0395.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0395.001.aa.cs.thumb.png,2119,4856,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
1704,Brace,"CAST STEEL BITS, WOODEN BRACE (BEECHWOOD AND EBONY ?)",http://source.techno-science.ca/artifacts-artefacts/images/1968.0397.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0397.001.aa.cs.thumb.png,2120,4858,Manufacturer,53.381128999999987,-1.470085000000000,76,R,Europe
1705,"Plate, licence",METAL,http://source.techno-science.ca/artifacts-artefacts/images/1968.0400.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0400.001.aa.cs.thumb.png,2123,4871,Manufacturer,46.565316299999999,-66.461916399999993,64,R,Canada
1706,Carrier terminal,"STEEL RELAYRACK/ ALUMINUM COVERS/ METAL, GLASS & SYNTHETIC WORKING PARTS",http://source.techno-science.ca/artifacts-artefacts/images/1968.0401.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0401.001.aa.cs.thumb.png,2124,4872,Manufacturer,37.507159100000003,-122.260522200000000,76,R,The United States
1707,Switchboard,,http://source.techno-science.ca/artifacts-artefacts/images/1968.0402.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0402.001.aa.cs.thumb.png,2125,4873,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
1708,Rectifier,,http://source.techno-science.ca/artifacts-artefacts/images/1968.0406.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0406.001.aa.cs.thumb.png,2126,4880,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
1709,Vacuum tube,GLASS/ METAL/ SYNTHETIC,http://source.techno-science.ca/artifacts-artefacts/images/1968.0409.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0409.001.aa.cs.thumb.png,2127,4884,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
1710,Telephone,"PLASTIC TELEPHONE CASING, HANDSET, COATED WIRE, PAPER, CONTACT SPRING & REGULATOR UNIT COVERS/ BRASS GONGS & CLAPPER/ STEEL BINRINGER, CONDENSER, DIAL, INSET XMTR & RCVR BRACKETS, REGULATOR UNIT, CONTACT SPRING, HANDSET CRADLE & INSET RCVR COVER/ RUBBER CORD & FEET/ CARDBOARD SPOOLS/ WOOD COIL ENDS CLOTH COIL COVER",http://source.techno-science.ca/artifacts-artefacts/images/1968.0410.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0410.001.aa.cs.thumb.png,2128,4885,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
1711,"Cable, telephone",POLYTHENE COATED WIRE/ PAPER WRAPPING & LABEL/ ROPE,http://source.techno-science.ca/artifacts-artefacts/images/1968.0414.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0414.001.aa.cs.thumb.png,2129,4891,Manufacturer,45.498563799999999,-73.749756699999992,76,R,Canada
1712,"Pump, gasoline","Metal, glass, rubber [?]",http://source.techno-science.ca/artifacts-artefacts/images/1968.0418.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0418.001.aa.cs.thumb.png,2130,4898,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
1713,"Gauge, level",CAST IRON PANEL WITH BRASS GUAGE FITTINGS AND GLASS LENSES,http://source.techno-science.ca/artifacts-artefacts/images/1968.0420.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1968.0420.001.aa.cs.thumb.png,2131,4900,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
