OBJECTID,name,description,pic_url,thumb_url,categoryID,artifactID,categoryName,lat,long,score,icon_color,Tab_Name
276,Vacuum tube,GLASS/ METAL/ WAX/ PAPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0418.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0418.001.aa.cs.thumb.png,384,651,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
277,Vacuum tube,GLASS/ SYNTHETIC/ METAL/ CARDSTOCK,http://source.techno-science.ca/artifacts-artefacts/images/1966.0419.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0419.001.aa.cs.thumb.png,385,652,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
278,Vacuum tube,GLASS/ METAL/ SYNTHETIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0420.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0420.001.aa.cs.thumb.png,386,653,Manufacturer,41.887528099999997,-88.305352499999998,76,R,The United States
279,Vacuum tube,GLASS/ SYNTHETIC/ METAL/ MICA,http://source.techno-science.ca/artifacts-artefacts/images/1966.0421.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0421.001.aa.cs.thumb.png,387,654,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
280,Vacuum tube,GLASS/ BRASS BASE/ CERAMIC INSERT/ METAL WORKING PARTS/ CARDSTOCK BOX WITH PAPER LABEL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0422.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0422.001.aa.cs.thumb.png,388,655,Manufacturer,43.250020800000009,-79.866091400000002,76,R,Canada
281,"Box, vacuum tube",PAPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0424.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0424.001.aa.cs.thumb.png,389,657,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
282,Vacuum tube,GLASS/ SYNTHETIC/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0425.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0425.001.aa.cs.thumb.png,390,658,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
283,Vacuum tube,GLASS/ METAL/ CERAMIC/ SYNTHETIC/ CARDSTOCK/ FIBRE,http://source.techno-science.ca/artifacts-artefacts/images/1966.0426.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0426.001.aa.cs.thumb.png,391,659,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
284,Vacuum tube,GLASS/ SYNTHETIC/ METAL/ PAPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0427.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0427.001.aa.cs.thumb.png,392,660,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
285,Vacuum tube,GLASS/ SYNTHETIC/ METAL/ PAPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0428.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0428.001.aa.cs.thumb.png,393,661,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
286,Vacuum tube,GLASS/ SYNTHETIC/ METAL/ PAPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0429.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0429.001.aa.cs.thumb.png,394,662,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
287,Vacuum tube,GLASS/ SYNTHETIC/ METAL/ PAPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0430.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0430.001.aa.cs.thumb.png,395,663,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
288,Vacuum tube,GLASS/ METAL/ SYNTHETIC/ PAPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0431.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0431.001.aa.cs.thumb.png,396,664,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
289,Vacuum tube,GLASS/ METAL/ SYNTHETIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0432.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0432.001.aa.cs.thumb.png,397,665,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
290,Rectifier bulb,GLASS BODY; METAL CONNECTORS; LIQUID MERCURY INSIDE,http://source.techno-science.ca/artifacts-artefacts/images/1966.0434.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0434.001.aa.cs.thumb.png,399,667,Manufacturer,51.376165000000000,-0.098234000000000,76,R,Europe
291,Sign,CARDBOARD,http://source.techno-science.ca/artifacts-artefacts/images/1966.0435.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0435.001.aa.cs.thumb.png,401,669,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
292,Spherometer,"GLASS DISC/ METAL (BRASS?) CONSTRUCTION/ CW SOLID WOOD BOX, HAVING BRASS & IRON FITTINGS; SOME AREAS OF INTERIOR LINED WITH VELVET",http://source.techno-science.ca/artifacts-artefacts/images/1966.0436.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0436.001.aa.cs.thumb.png,402,670,Manufacturer,38.907192299999998,-77.036870699999994,76,R,The United States
293,Vacuum tube,GLASS/ SYNTHETIC/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0437.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0437.001.aa.cs.thumb.png,403,671,Manufacturer,41.887528099999997,-88.305352499999998,76,R,The United States
294,Vacuum tube,GLASS/ METAL/ SYNTHETIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0438.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0438.001.aa.cs.thumb.png,404,672,Manufacturer,37.630490399999999,-122.411083500000000,76,R,The United States
295,Vacuum tube,GLASS/ METAL/ CERAMIC/ PAPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0439.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0439.001.aa.cs.thumb.png,405,673,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
296,"Medal, commemorative",COPPER ALLOY,http://source.techno-science.ca/artifacts-artefacts/images/1966.0440.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0440.001.aa.cs.thumb.png,406,674,Manufacturer,42.314936699999997,-83.036363299999991,76,R,Canada
297,"Socket, vacuum tube",SYNTHETIC/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0445.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0445.001.aa.cs.thumb.png,407,680,Manufacturer,41.878113599999999,-87.629798199999996,76,R,The United States
298,"Socket, vacuum tube",SYNTHETIC/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0446.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0446.001.aa.cs.thumb.png,408,681,Manufacturer,41.878113599999999,-87.629798199999996,76,R,The United States
299,"Socket, vacuum tube",SYNTHETIC BASE/ METAL PRONGS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0448.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0448.001.aa.cs.thumb.png,409,683,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
300,"Socket, vacuum tube",CERAMIC/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0451.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0451.001.aa.cs.thumb.png,410,686,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
301,"Plug, vacuum tube",SYNTHETIC/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0452.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0452.001.aa.cs.thumb.png,411,687,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
302,"Socket, vacuum tube",SYNTHETIC BASE/ METAL PRONGS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0453.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0453.001.aa.cs.thumb.png,412,688,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
303,"Record, disk",VINYL RECORD/ CARDBOARD ALBUM/ PAPER PROTECTOR,http://source.techno-science.ca/artifacts-artefacts/images/1966.0456.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0456.001.aa.cs.thumb.png,413,691,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
304,Plow,"METAL FRAME, BEAM, BOTTOMS, COULTERS, WHEELS, HANDLES & LEVERS/ WOOD HAND GRIPS",http://source.techno-science.ca/artifacts-artefacts/images/1966.0461.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0461.001.aa.cs.thumb.png,414,695,Manufacturer,43.139386700000003,-80.264425399999993,76,R,Canada
305,Plow,"WOOD BEAM, HANDLES & BRACES/ METAL PLOW BOTTOM, BRACES & HITCH",http://source.techno-science.ca/artifacts-artefacts/images/1966.0463.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0463.001.aa.cs.thumb.png,415,698,Manufacturer,44.006480000000003,-79.450395999999998,76,R,Canada
306,Plow,"METAL BEAM, PLOW BOTTOM & BRACES/ WOOD HANDLES & BRACES",http://source.techno-science.ca/artifacts-artefacts/images/1966.0464.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0464.001.aa.cs.thumb.png,416,699,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
307,Poster,PAPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0469.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0469.001.aa.cs.thumb.png,417,706,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
308,Vacuum tube,GLASS/ METAL/ COPPER CAVITY,http://source.techno-science.ca/artifacts-artefacts/images/1966.0470.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0470.001.aa.cs.thumb.png,418,708,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
309,Vacuum tube,GLASS/ SYNTHETIC/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0471.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0471.001.aa.cs.thumb.png,419,709,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
310,"Baler, hay","STEEL FRAME/ CAST IRON COGGED WHEELS/ WOODEN PLATFORM & LEGS, BALING BLOCKS/ RUBBER TIRES",http://source.techno-science.ca/artifacts-artefacts/images/1966.0474.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0474.001.aa.cs.thumb.png,420,711,Manufacturer,45.692981799999998,-73.633110199999990,76,R,Canada
311,"Gauge, rain",METAL RAIN GAUGE/ SYNTHETIC PARTS/ GLASS PART,http://source.techno-science.ca/artifacts-artefacts/images/1966.0478.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0478.001.aa.cs.thumb.png,421,715,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
312,Anemometer,"METAL, INCLUDING ALUMINUM/ SYNTHETIC PARTS/ PLEXIGLASS",http://source.techno-science.ca/artifacts-artefacts/images/1966.0479.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0479.001.aa.cs.thumb.png,422,716,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
313,Vacuum tube,GLASS/ SYNTHETIC/ METAL/ PAPER LABEL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0488.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0488.001.aa.cs.thumb.png,423,821,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
314,Vacuum tube,GLASS/ SYNTHETIC/ METAL/ PAPER LABEL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0489.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0489.001.aa.cs.thumb.png,424,822,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
315,Vacuum tube,GLASS/ SYNTHETIC/ METAL/ PAPER LABEL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0490.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0490.001.aa.cs.thumb.png,425,823,Manufacturer,52.355517700000000,-1.174319700000000,52,R,Europe
316,Vacuum tube,GLASS/ SYNTHETIC/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0491.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0491.001.aa.cs.thumb.png,426,824,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
317,Vacuum tube,GLASS/ SYNTHETIC/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0492.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0492.001.aa.cs.thumb.png,427,825,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
318,Vacuum tube,GLASS/ METAL/ SYNTHETIC/ PAPER CARTON,http://source.techno-science.ca/artifacts-artefacts/images/1966.0493.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0493.001.aa.cs.thumb.png,428,826,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
319,Sign,CARDBOARD,http://source.techno-science.ca/artifacts-artefacts/images/1966.0498.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0498.001.aa.cs.thumb.png,430,831,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
320,Badge,"FABRIC, METAL",http://source.techno-science.ca/artifacts-artefacts/images/1966.0500.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0500.001.aa.cs.thumb.png,431,834,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
321,Motorcycle,TUBULAR STEEL FRAME/ ALUMINUM ENGINE PARTS/ METAL PARTS/ SYNTHETIC PARTS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0507.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0507.001.aa.cs.thumb.png,432,843,Manufacturer,53.645707999999999,-3.010113000000000,76,R,Europe
322,"Fencing, adjustable",GALVANISED STEEL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0512.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0512.001.aa.cs.thumb.png,433,848,Manufacturer,43.705952199999999,-80.377833600000002,76,R,Canada
323,Vacuum tube,GLASS/ METAL/ SYNTHETIC/ CARDSTOCK,http://source.techno-science.ca/artifacts-artefacts/images/1966.0513.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0513.001.aa.cs.thumb.png,434,856,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
324,Vacuum tube,GLASS/ METAL/ SYNTHETIC/ CORK,http://source.techno-science.ca/artifacts-artefacts/images/1966.0514.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0514.001.aa.cs.thumb.png,435,857,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
325,Vacuum tube,GLASS/ SYNTHETIC/ METAL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0515.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0515.001.aa.cs.thumb.png,436,858,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
326,"Socket, vacuum tube",SYNTHETIC BASE/ METAL TUBE HOLDER & HARDWARE,http://source.techno-science.ca/artifacts-artefacts/images/1966.0516.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0516.001.aa.cs.thumb.png,437,859,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
327,Ticket,CARDBOARD,http://source.techno-science.ca/artifacts-artefacts/images/1966.0519.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0519.001.aa.cs.thumb.png,438,862,Manufacturer,45.421529600000000,-75.697193099999993,76,R,Canada
328,Insulator,GLASS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0520.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0520.001.aa.cs.thumb.png,439,870,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
329,Insulator,GLASS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0522.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0522.001.aa.cs.thumb.png,440,872,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
330,Insulator,GLASS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0524.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0524.001.aa.cs.thumb.png,441,874,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
331,Theodolite,"BRASS & BELL-METAL CONSTRUCTION; CIRCLES, VERNIERS & MICROMETER SCREW SCALES DIVIDED ON PLATINUM; NICKEL (?) PLATING ON LEVELLING SCREWS; GLASS OPTICS/ WOODEN KNOB ON STRIDING LEVEL/ LEATHER COVER ON WOOD CASE",http://source.techno-science.ca/artifacts-artefacts/images/1966.0525.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0525.001.aa.cs.thumb.png,442,875,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
332,Theodolite,"CIRCLES & VERNIERS DIVIDED ON SILVER/ BRASS TELESCOPE BODY TUBE, MICROSCOPE BODY TUBES, BASE & LEVELLING FEET/ FERROUS & NON-FERROUS METAL CONSTRUCTION/ GLASS OPTICS/ SYNTHETIC MICROMETER SCREW SCALES/ WOODEN LAMP BRACKET BASE, KNOBS ON.2 &.3",http://source.techno-science.ca/artifacts-artefacts/images/1966.0526.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0526.001.aa.cs.thumb.png,443,889,Manufacturer,51.507350899999999,-0.127758300000000,76,R,Europe
333,Transit,BRASS AND OTHER METALS; GLASS OPTICS; CIRCLES & VERNIERS DIVIDED ON SILVER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0527.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0527.001.aa.cs.thumb.png,444,892,Manufacturer,48.135125299999999,11.581980600000000,76,R,Europe
334,Clock,"METAL, INCUDING ALUMINUM & BRASS/ SYNTHETIC, INCLUDING PLASTICS & PHENOLIC (DEFLECTORS), ADHESIVE TAPE",http://source.techno-science.ca/artifacts-artefacts/images/1966.0528.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0528.001.aa.cs.thumb.png,445,894,Manufacturer,45.421529600000000,-75.697193099999993,76,R,Canada
335,Axe,HICKORY HANDLE/ IRON HEAD,http://source.techno-science.ca/artifacts-artefacts/images/1966.0531.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0531.001.aa.cs.thumb.png,446,897,Manufacturer,45.428730999999999,-75.713365799999991,76,R,Canada
336,"Panel, programming","METAL CHASSIS & PARTS/ SYNTHETIC CASING, PLUGBOARD, PARTS",http://source.techno-science.ca/artifacts-artefacts/images/1966.0533.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0533.001.aa.cs.thumb.png,447,900,Manufacturer,40.273191099999998,-76.886700800000000,76,R,The United States
337,"Recorder, temperature",METAL MECHANISM/ BRASS PARTS/ WOOD CASE WITH GLASS WINDOW AND METAL HARDWARE/ SYNTHETIC SCALE,http://source.techno-science.ca/artifacts-artefacts/images/1966.0535.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0535.001.aa.cs.thumb.png,448,902,Manufacturer,42.373615800000003,-71.109733499999990,76,R,The United States
338,"Nose, airplane",METAL/ PLEXIGLASS/ LEATHER SEATS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0537.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0537.001.aa.cs.thumb.png,449,903,Manufacturer,43.721030300000002,-79.641969799999998,76,R,Canada
339,"File, office",WOODEN BOARD FITTED WITH METAL ARCH FILE MECHANISM.,http://source.techno-science.ca/artifacts-artefacts/images/1966.0540.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0540.001.aa.cs.thumb.png,451,905,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
340,Chart,PAPER LINER HAS METAL FITTING ON TOP EDGE.,http://source.techno-science.ca/artifacts-artefacts/images/1966.0540.002.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0540.002.aa.cs.thumb.png,452,906,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
341,"Lifter, window",SOLID WOOD CONSTRUCTION. BRASS HINGE ON ROCKER PAD (BASE) AND PLATE ON TIP OF PRY. LINOLEUM (?) COVERING ON ROCKER PAD,http://source.techno-science.ca/artifacts-artefacts/images/1966.0541.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0541.001.aa.cs.thumb.png,453,907,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
342,Clock,COPPER? CASING/ GLASS COVER/ BRASS MECHANISM PARTS/ STEEL PARTS/ BRASS TELESCOPE WITH GLASS LENSES ETC./ GOLD STRIPING,http://source.techno-science.ca/artifacts-artefacts/images/1966.0545.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0545.001.aa.cs.thumb.png,454,911,Manufacturer,48.135125299999999,11.581980600000000,76,R,Europe
343,"Gun, machine",STEEL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0550.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0550.001.aa.cs.thumb.png,457,930,Manufacturer,41.763711099999988,-72.685093199999997,76,R,The United States
344,"Gun, machine",STEEL,http://source.techno-science.ca/artifacts-artefacts/images/1966.0551.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0551.001.aa.cs.thumb.png,458,931,Manufacturer,33.520660800000002,-86.802489999999992,76,R,The United States
345,"Receiver, radio",STEEL CHASSIS & FRONT PANEL; METAL; GLASS & SYNTHETIC COMPONENTS,http://source.techno-science.ca/artifacts-artefacts/images/1966.0554.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0554.001.aa.cs.thumb.png,459,940,Manufacturer,39.925946300000000,-75.119619900000004,76,R,The United States
346,Vacuum tube,GLASS/ METAL/ SYNTHETIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0562.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0562.001.aa.cs.thumb.png,460,948,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
347,Vacuum tube,GLASS/ METAL/ SYNTHETIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0563.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0563.001.aa.cs.thumb.png,461,949,Manufacturer,36.204824000000002,138.252924000000010,52,R,Other Countries
348,Vacuum tube,GLASS/ METAL/ SYNTHETIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0564.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0564.001.aa.cs.thumb.png,462,950,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
349,Vacuum tube,GLASS/ METAL/ SYNTHETIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0569.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0569.001.aa.cs.thumb.png,463,956,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
350,Vacuum tube,GLASS/ METAL/ SYNTHETIC/ CARDSTOCK,http://source.techno-science.ca/artifacts-artefacts/images/1966.0570.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0570.001.aa.cs.thumb.png,464,957,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
351,Vacuum tube,GLASS/ METAL/ SYNTHETIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0571.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0571.001.aa.cs.thumb.png,465,958,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
352,Vacuum tube,GLASS/ METAL/ SYNTHETIC/ CARDSTOCK,http://source.techno-science.ca/artifacts-artefacts/images/1966.0572.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0572.001.aa.cs.thumb.png,466,959,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
353,Vacuum tube,GLASS/ METAL/ SYNTHETIC/ CARDSTOCK,http://source.techno-science.ca/artifacts-artefacts/images/1966.0576.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0576.001.aa.cs.thumb.png,467,963,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
354,Vacuum tube,GLASS/ METAL/ SYNTHETIC/ CARDSTOCK,http://source.techno-science.ca/artifacts-artefacts/images/1966.0577.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0577.001.aa.cs.thumb.png,468,964,Manufacturer,56.130366000000002,-106.346771000000000,52,R,Canada
355,Vacuum tube,GLASS/ METAL/ SYNTHETIC/ CARDSTOCK,http://source.techno-science.ca/artifacts-artefacts/images/1966.0578.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0578.001.aa.cs.thumb.png,469,965,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
356,Vacuum tube,GLASS/ SYNTHETIC/ METAL/ CARDSTOCK,http://source.techno-science.ca/artifacts-artefacts/images/1966.0579.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0579.001.aa.cs.thumb.png,470,966,Manufacturer,37.090240000000001,-95.712890999999999,52,R,The United States
357,Washer,METAL & WOOD,http://source.techno-science.ca/artifacts-artefacts/images/1966.0580.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0580.001.aa.cs.thumb.png,471,967,Manufacturer,45.474919900000003,-76.687718599999997,76,R,Canada
358,Resistor,GLASS/ PORCELAIN/ METAL/ MICA/ PAPER,http://source.techno-science.ca/artifacts-artefacts/images/1966.0581.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0581.001.aa.cs.thumb.png,473,969,Manufacturer,41.878113599999999,-87.629798199999996,76,R,The United States
359,"Receiver, radio","WOODEN CABINET, SHEET METAL CHASSIS, POWER TRANSFORMER, VACUUM TUBES, VARIABLE AND FIXED CAPACITORS, VARIABLE AND FIXED RESISTORS, MISC. WIRING, SOCKETS AND CONNECTORS, ELECTRIC DYNAMIC SPEAKER, DIAL ASSEMBLY AND KNOBS. FABRIC SPEAKER COVER",http://source.techno-science.ca/artifacts-artefacts/images/1966.0583.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0583.001.aa.cs.thumb.png,474,970,Manufacturer,45.501688899999998,-73.567256000000000,76,R,Canada
360,Vacuum tube,GLASS/ METAL/ SYNTHETIC,http://source.techno-science.ca/artifacts-artefacts/images/1966.0584.001.aa.cs.png,http://source.techno-science.ca/artifacts-artefacts/images/1966.0584.001.aa.cs.thumb.png,475,971,Manufacturer,43.653225999999997,-79.383184299999996,76,R,Canada
